"author","recipe_id","date","text"
"zdenka.s","6","5. 4. 2023 14:35","tejaja (moderátorka): Den bez jogurtu si nedovedu ani představit ,už jsem přemýšlela o koupi jogurtovače,ale když je jich tolik. . . Napsala byste mi, prosím, jaký máte konkrétně ? Děkuji "
"21Rapo","6","4. 4. 2023 21:18","O tom jsem něco slyšela. Jogurtovač prý udržuje teplotu, to bych bez trouby jen s dekou nezařídíla. Mléko převářím, aby v něm nebyly případné nečistoty. Každopádně děkuji za doporučení. "
"tejaja (moderátorka)","6","4. 4. 2023 20:49","Mám enormnú spotrebu jogurtu a tak používam jogurtovač.  Mlieko nepreváram, jogurt aj mlieko vyberám rovno z chladničky. Vylejem do nádoby jogurtovača, vmiešam jogurt a zapnem. Hotový strčím do chladničky a vydrží oveľa dlhšie ako týždeň. Čím dlhšie stojí, tým je hustejší (a furt se množej  ). Kto používa veľa jogurtu, doporučujem jogurtovač si kúpiť."
"Marie Svarcova","6","5. 4. 2023 07:39"," Dobře navařeno - závitek nikdy nezklame "
"Marie Svarcova","6","4. 4. 2023 14:58"," pěkný recept i foto "
"Marie Svarcova","6","5. 4. 2023 07:47"," Vnoučci vžycky chtěli ""chatové lívanečky"", protože jsem je dělávala o prázdninách na chatě, vnučky moc sladké nechtěly jen každá jeden "
"RubyRom","6","4. 4. 2023 20:50","Moanka: moc děkuji "
"Moanka","6","4. 4. 2023 20:45","Pěkný recept. 👌👩‍🍳📝 To se bude dětem líbit…😉 Brzy je tím překvapím… 😋"
"Marie Svarcova","6","4. 4. 2023 18:01","Jaromira18: moc děkuji za komentář, někdy ochutnej tuto kuchyni - je zdravá i velmi dobrá
přeji krásný zbytek dne"
"Jaromira18","6","4. 4. 2023 17:58","Ještě jsem nic takového nejedla, ale pochutnala bych si."
"Marie Svarcova","6","4. 4. 2023 10:01","RubyRom:  Romanko, moc děkuji a opravdu doporučiji někdy zkusit s nimi zajít ochutnat. Určitě to bude ještě lepší než doma, jelikož mají své originál koření a já jen to co koupím u nás.  krásný den"
"RubyRom","6","4. 4. 2023 09:43","Obdivuji ty tvoje pokrmy , pro mně je to velká neznámá. Moji mladí rádi navštěvují indickou restauraci a velmi si pochvalují. Já zatím neměla odvahu, ale asi bych to měla vyzkoušet. "
"Moanka","6","8. 4. 2023 21:47","To bude určitě tuhé… 👌 Recept se mi taky líbí a už si ho ukládám… 📝👩‍🍳😋"
"Marie Svarcova","6","4. 4. 2023 07:31"," určitě moc dobré jen bych asi dala méně oleje a obyčejné máslo, aby to ztuhlo - zkusím "
"Anna Kocikova","6","5. 4. 2023 16:47","Marie Svarcova: Jaromira18: Moc děkuji"
"Jaromira18","6","4. 4. 2023 16:34","Polévky z vývaru máme nejraději."
"Marie Svarcova","6","4. 4. 2023 07:35"," také mám zásobu ale zredukuji vývar a dám v zipsáčku do mrazáku. Dle potřeby opět naředím "
"tejaja","6","3. 4. 2023 18:56","RubyRom: Ďakujem. A je to aj dobré, hoci ja sladké príliš nemusím, chutilo mi."
"RubyRom","6","3. 4. 2023 18:53","Vypadá to moc hezky"
"RubyRom","6","4. 4. 2023 09:39","Marie Svarcova: děkuji "
"Marie Svarcova","6","4. 4. 2023 07:38"," pěkně jsi navařila, chutnalo by mi "
"tejaja","6","3. 4. 2023 09:59","Eja57: Ďakujem.  Dala by sa použiť aj cuketa, ale aj dyňa. Pri dyni by to bolo viac do žlta, ale chuťovo dobré tiež."
"Eja57","6","3. 4. 2023 08:40","Moc hezké, místo tykve by šla jistě použít cuketa. To sypaní se mi líbí. Hvězdičky letí"
"Marie Svarcova","6","3. 4. 2023 08:40"," recept se mi líbí , určitě jsou moc dobré a voňavé"
"Marie Svarcova","6","2. 4. 2023 11:22"," také mám ráda jen dávám 1:1 zakysanku a majonézu a šunku nastrouhám, sůl netřeba"
"Marie Svarcova","6","2. 4. 2023 13:37","RubyRom:  Děkuji a mějte se všichni skvěle "
"RubyRom","6","2. 4. 2023 12:48","Pěkný recept "
"cathleen","6","13. 1. 2012 10:54","Letos jsem dělala štafetky na vánoce znovu, jen z poloviční dávky (více bílků nemaje) a těsta bylo na dva plechy. Po slepení krémem, odkrájení nerovných okrajů jsem z téhle poloviční dávky měla 20 kusů štafetek."
"petule","6","10. 12. 2010 10:35","moc mně zajímá co je ten pandorro jak píše shineon, jinak se také chystám zkusit ty štafetky."
"misza","6","5. 12. 2010 19:47","Cathleen dnes jsem použila tento krém do ořechových koleček a je skvělý Rozdělila jsem si ho na menší dávku Díky za bezva recept  +15"
"Milena","6","27. 7. 2010 15:18","Štafetky já peču 20 let,recept je stejný, jen tvar cukroví je ""štafetka"" a ne řez.Upečené pláty nechám na papíře do druhého dne odvlhnout, pak krájím podélně na 3 pruhy, stáhnu z papíru,na podélné straně nastříkám pruh krému a zatočím k sobě
/podobně, jako roládu, ale jen spojím/.Nechám ztuhnout krém, krájím na 5-6cm dlouhé ŠTAFETKY a konce močím v čokoládě."
"Irrena","6","16. 6. 2010 13:03","Cathleen ty určitě vyzkoušímDávám bodík"
"cathleen","6","17. 12. 2009 18:04","Povedly se, krásné!!!"
"Dooga","6","17. 12. 2009 17:24","Dnes jsem udělal a nemají chybu. Přidávám foto a bodík."
"ZUZIK","6","17. 12. 2009 00:53","MNAMKA
"
"cathleen","6","5. 11. 2009 10:15","Věrko., ale to není recept na laskonky....laskonky jsou něco úplně jiného
....a nechtěla by ses u nás už zaregistrovat?Chodíš sem pravidelně a třeba tuto připomínku k tvému příspěvku bych ti, kdybys byla zareg., mohla poslat vzkazíkem, ať ji nepřehlédneš. Tak co?"
"Paprika","6","4. 11. 2009 21:58"," 22 bílků... tak to nenastřádám. leda, že bych obešla sousedky  Ale chtěla bych to udělat, jsem strašně zvědavá."
"Věrka.","6","4. 11. 2009 18:24","Vloni jsem si koupila formu na laskonky, tak to bude určitě vyzkoušeno. Díky."
"shineon","6","4. 11. 2009 16:54","Tak tohle dávám k oblíbeným, chci letos péct zase Pandorro a z toho mám 9 bílků, z vánočky 6... no ono se to nastřádá..."
"Simona Skolakova","6","4. 11. 2009 13:09","Cathleen,Špagi díky - to je pomalu asi 22 vajec.Tak to chápu,že se na to střádají bílky do mrazáku.Ale je to lákavé a asi to stojí za to."
"ruzena","6","4. 11. 2009 13:07"," Určitě vyzkouším,štafetky máme rádi"
"spagetka","6","4. 11. 2009 13:03","Ještě k té váze - záleží na velikosti a druhu vajec. Ale průměrné vejce M váží mezi 53 - 57 g. z toho bílek cca 33 g a žloutek 20 g. Jinak u nás se traduje, že prostě 1 bílek = 30 g a tím se řídím, a nezklamalo nijak, i pro počítání je to pak jednodušší."
