"author","recipe_id","date","text"
"Marie Svarcova","8","27. 3. 2023 20:16","RubyRom:   Moc děkuji Romanko, to je pro mne velká čest a komentář mi udělal radost.  přeji krásný a pohodový večer "
"RubyRom","8","27. 3. 2023 20:01","Moc pěkné a osvěžující, přesně toto mám ráda. Maruško, u tebe by mi chutnalo všechno."
"Marie Svarcova","8","27. 3. 2023 19:12","Jaromira18:  moc děkuji za milý komentář   Přeji krásný, pohodový večer "
"Jaromira18","8","27. 3. 2023 19:06","Musí to být vynikající."
"Marie Svarcova","8","27. 3. 2023 15:48","Gabina:  děkuji za komentář, omlouvám se, nebyla jsem doma- citronové je těsto a marmeláda , krém je kokosový - takže do krému ne. Dám ho zpět v zipsáčku do mrazáku, mám tam stále aspoň 1-2 ks vydrží dlouho a hodí se strouhnout i třeba na steak nebo jiné masové pokrmy, nemusí být jen sladké. Ale klidně  nastrouhejte celý - záleží jak komu chutná.  Krásný zbytek dne"
"Gabina","8","27. 3. 2023 13:18","To vypadá výborně, musí to být osvěžující s tím citronem . Ta druhá půlka citronu se nastrouhá do krému?"
"Janina123","8","26. 3. 2023 23:17","Nostalgie .. to nám pekla máma, když jsme byli malí a chutnalo nám to "
"Marie Svarcova","8","29. 3. 2023 12:55","cathleen (moderátorka):   Děkuji moc za komentář, můj muž byl také takový ale všem ostatním ""je to jedno"", hlavně když je toho dost  Přeji krásný den"
"cathleen (moderátorka)","8","29. 3. 2023 12:39","Och, to bych si pochutnala!  U mě patří krůtí řízky k těm nejlepším, zatímco manžel preferuje vepřovou krkovici."
"Marie Svarcova","8","27. 3. 2023 19:17","Jaromira18:  děkuji  měj se noc hezky "
"Jaromira18","8","27. 3. 2023 18:50","Je vynikající."
"Moanka","8","27. 3. 2023 17:37","To vypadá moc dobře! 👌 Vyzkouším a dám vědět. 😉"
"Jaromira18","8","27. 3. 2023 12:23","Anna Kocikova: Moc a moc ti děkuji."
"Anna Kocikova","8","27. 3. 2023 08:13","Jaruško,remoska ti moc hezky upeklaRecept i pěkně popsaný postup se mi líbí"
"Jaromira18","8","26. 3. 2023 19:39","Marie Svarcova: Děkuji moc."
"Marie Svarcova","8","26. 3. 2023 08:29"," určitě moc dobré (malý fígl celou bramboru polož na lžíci nebo mezi 2 vařečky aby se nedokrojily zářezy, jde to rychle )"
"Marie Svarcova","8","26. 3. 2023 08:22","Moanka:  moc děkuji, byla jsem překvapená jak to bylo dobré i když mám koření všechno koupené tady kdyby to bylo to pravé jejich tak to musí být luxus a oni to vaří tak běžně jako my brambory. Ty jsi taková šikulka - určitě to zkus.  přeji krásnou neděli"
"Moanka","8","26. 3. 2023 07:02","Vypadá to krásně a zní to chutně… 👌😋"
"janky3","8","26. 3. 2023 03:06","Marie Svarcova: "
"Marie Svarcova","8","25. 3. 2023 09:22",""
"Marie Svarcova","8","25. 3. 2023 09:24"," skvělý salátek "
"Marie Svarcova","8","24. 3. 2023 15:22"," pěkné, to  jsem roky nedělala, měl to rád můj muž ale já moc ne "
"RubyRom","8","28. 3. 2023 17:20","Moanka: Děkuji"
"Moanka","8","28. 3. 2023 12:52","To se mi líbí… 😋👌 Mňam…"
"JanaHl","8","24. 3. 2023 16:22","Já na ten sýr dostala po několika letech chuť, tak jsem ho zrovna včera dělala. Ale jen s bramborem. Byla to tak velká porce (na mě), že jsem ho večer studený dojídala."
"Marie Svarcova","8","24. 3. 2023 15:24"," skvělé to máme rádi všichni i celerovou kaši , je to moc dobré"
"maris","8","25. 3. 2023 15:48","bofinka: děkuju"
"bofinka","8","24. 3. 2023 23:12","maris: www.bing.com/videos/search?q=youtube+orecchiette+come+fare&qpvt=youtube+orecchiette+come+fare&FORM=VDRE"
"Marie Svarcova","8","24. 3. 2023 18:39","magdalenka:  to já také naše těstoviny - toto je podle italského receptu  hezký večer"
"magdalenka","8","24. 3. 2023 18:35","Marie Svarcova: Ďakujem za odpoveď, ja som si to prečítala, trochu ma to prekvapilo, preto som sa opýtala - pre istotu. Ja robím cesto iba z vajec."
"Marie Svarcova","8","24. 3. 2023 18:23","magdalenka:  o kousek níž to máš celé : 500 g semolinové mouky, 250 ml teplé vody   krásný den"
"magdalenka","8","24. 3. 2023 18:05","Marie Svarcova: prosím, robíš cesto iba z múky a vody?"
"maris","8","24. 3. 2023 17:13","Marie Svarcova: Maruško děkuju. já orecchiette  - ouška - znám, ráda je používám, ale doma jsem je ještě nedělala, vždycky jsou kupované. "
"Marie Svarcova","8","24. 3. 2023 17:08","maris:   Maruško moc děkuji ,ale zas taková práce to není, Viděla jsem video z Itálie. tam před každým domem mají na ulici stůl s válem a všechny ženy společně si tam vyrábí všelijaké těstoviny , celá ulice a tuším asi jak klevetí , tak jsem to musela zkusit, a moc by se mi to líbilo dělat tady u nás (před panelákem)  Měj se krásně a zkus to až budeš mít čas. 
zapomněla jsem poslat  na 500 g mouky potřebujeme 250 ml teplé vody . V misce zaděláme hladké těsto, které propracujeme na podložce a necháme ve folii aspoň 30 minut odpočinout . Těsto se nelepí a krásně se s ním pracuje."
"Marie Svarcova","8","24. 3. 2023 17:00","maris: Orecchiette ( přeloženo- ouška) se dělají ručně a je to velmi jednoduché. Z těsta uděláme váleček silný asi jako malíček, nakrájíme na kousky asi 2 cm a palcem vmáčknutým do těsta vytvoříme ouška. Odhazujeme na utěrku, kde necháme chvilku proschnout a vsypeme do vroucí osolené vody. Hotové vyplavou na povrch, vyndáme na talíř a podáváme  například s omáčkou z drcených loupaných italských rajčat ( bývá i ochucená) přidáme česnek sůl, pepř, bazalku.  

    Semolinové Tortelli a Orecchiette : je tu i fotopostup"
"maris","8","24. 3. 2023 17:00","Marie Svarcova: máš můj obdiv, já bych na to neměla trpělivost"
"Marie Svarcova","8","24. 3. 2023 16:55","maris:  Maru nemám žádné udělátko ale v podstatě se dělají jako Orecchiette, dělám  když mám náladu ze semolinové mouky , někde tu určitě mám recept- zkusím najít "
"maris","8","24. 3. 2023 16:22","Marie Svarcova: Maruško, jak děláš domácí mušličky ? Ty máš na ně nějaké ""udělátko"" ? "
"Marie Svarcova","8","24. 3. 2023 15:20","RubyRom:  zadala jsem do vyhledávače a nebylo nic nalezeno,  dala bych raději mušličky ale došly, tady je nikde nemají a na domácí už nebyl čas,  ale i tak to bylo dobré přeji  krásný den"
"RubyRom","8","24. 3. 2023 14:31","Výborné, to u nás taky frčí. "
"Anna Kocikova","8","27. 3. 2023 08:09","Leni i u nás je růžičková kapusta ve velké obliběTvá úprava se mi moc líbí"
"Eja57","8","24. 3. 2023 10:16","Hvězdičky už jsem poslala, moc se mi recept líbí, jdu shánět nějaké hezké...."
"Marie Svarcova","8","24. 3. 2023 09:35"," Kapustičky mám moc ráda, určitě mi budou chutnat  recept se mi líbí"
"Vladka321","8","25. 3. 2023 22:55","Marie Svarcova: Děkuji moc "
"Marie Svarcova","8","24. 3. 2023 09:40","  zajímavý recept, určitě zaslouží  "
"Marie Svarcova","8","27. 3. 2023 09:04","Anna Kocikova:  moc děkuji za komentář a přeji krásný den "
"Anna Kocikova","8","27. 3. 2023 08:19","Krásná fotka hezky uvařené dobroty"
"Marie Svarcova","8","25. 3. 2023 16:27","Moanka:  Moc děkuji za milý komentář a parádní fotečku - super !!!   Krásný zbytek soboty"
"Moanka","8","25. 3. 2023 16:23","Byl výborný, děkuji za recept. 👌 Udělala jsem ho ostrý, ale zahustila jej moukou, ne bramborem. I když příště možná pěkně po vašem. 😉 Tarhoňa k němu - mňamka. 😋 Mějte se. 🌻"
"Marie Svarcova","8","24. 3. 2023 15:28","Jaromira18:  děkuji za komentář, bylo to fakt dobré a jiné než jsem byla zvyklá dělat paprikáš.  měj se moc hezky  a přidej prosím i foto "
"Jaromira18","8","24. 3. 2023 14:11","Nádherné, musí to být vynikající."
"Marie Svarcova","8","23. 3. 2023 20:41","Moanka:  Moc děkuji a těším se na fotečku  Krásný večer"
"Moanka","8","23. 3. 2023 20:09","To vypadá moc pěkně a zdá se podle receptu být dobré. 👌😋 Určitě brzy vyzkouším. 😉 
Mějte se krásně. 🍀🌷"
"Marie Svarcova","8","26. 3. 2023 13:15","danila:  děkuji a přeji hezký den "
"danila","8","26. 3. 2023 13:13","Výborné!"
"Marie Svarcova","8","24. 3. 2023 15:25","Jaromira18:  moc děkuji a přeji krásný den "
"Jaromira18","8","24. 3. 2023 14:13","Moc dobré."
"Marie Svarcova","8","22. 3. 2023 13:52","RubyRom:   Moc děkuji, syn pravil, že je to jako rozlítaný ptáček ale ten se dělá z hovězího a máme raději zabalené. Tohle bylo co lednice dala, kromě masa jsem využila všechno co bylo potřeba zužitkovat.  Přeji krásný zbytek dnešního krásného dne."
"RubyRom","8","22. 3. 2023 12:53","Paráda, to by mi chutnalo "
"savlinka","8","13. 1. 2018 19:52","Tak ten musí být Telecí jsem neměla ani nepamatuji"
"jemmy","8","13. 1. 2018 19:37","Ten musi byt velice dobry.Teleci jsme uz dlouho nemeli.:"
