"author","recipe_id","date","text"
"RubyRom","14","22. 2. 2023 21:09","Marie Svarcova: Děkuji, nádherně voní, vnouček má pravdu. Milujeme chuť a vůni perníku. "
"Marie Svarcova","14","22. 2. 2023 21:04"," máš je nádherné, můi pravnouček říká voňavé palačinky, ta náplň je zsajímavá"
"Marie Svarcova","14","22. 2. 2023 22:52","Veronika.Hrozna:  moc děkuji a těším se na foto - Krásnou dobrou noc"
"Veronika.Hrozna","14","22. 2. 2023 22:47"," udelam! prave sel do oblibenych!"
"Marie Svarcova","14","22. 2. 2023 21:37","Anna Kocikova:  děkuji a doporučuji zkusit je opravdu moc dobrý  měj se skvěle"
"Anna Kocikova","14","22. 2. 2023 21:12","Bramborové i fazolové saláty mám rádaPodle surovin i tento netradiční by mi také určitě chutnal"
"Marie Svarcova","14","22. 2. 2023 20:57","RubyRom:  moc děkuji , také máme rádi saláty a všem chutnal  Krásný večer"
"RubyRom","14","22. 2. 2023 20:40","Skvělý salát, dala bych si. Miluju všechny saláty a tento vypadá móc dobře .  "
"Marie Svarcova","14","22. 2. 2023 14:21","Eja57:  děkuji za komentář, nám také chutnalo  fakt je moc dobrý, ani nebyl potřeba ocet stačil ten lák z okurek a samotný super  Krásný den"
"Eja57","14","22. 2. 2023 14:12","To by mi chutnalo"
"RubyRom","14","22. 2. 2023 21:55","Anna Kocikova: Aničko, moc děkuji "
"Anna Kocikova","14","22. 2. 2023 21:15","Salát vypadá velice dobře a recept se mi moc líbí"
"Marie Svarcova","14","22. 2. 2023 09:15"," salátek se mi moc líbí, je podle mé chuti "
"Petra Dvor.","14","23. 2. 2023 08:07","Marie Svarcova: vyzkoušené to mám. Dělala jsem ji o víkendu, namazala jsem na ni pomazánku z krabích tyček a všem to chutnalo. Bylo to takové odlehčené. "
"Marie Svarcova","14","22. 2. 2023 09:23"," taková veka by mi chutnala spíš jen s máslem a medem než na chlebíčky ale nevím - máš to vyzkoušené ? Ten nápad s pečením oceňuji  "
"RubyRom","14","5. 3. 2023 15:44","Bodalinka: moc děkuji , i za fotku, mám radost "
"Bodalinka","14","5. 3. 2023 12:43","Vařila jsem poprvé výborné "
"Anna Kocikova","14","22. 2. 2023 21:21","I u nás je to jedno z oblíbených jídelJen nedávám protlak a tak asi i proto máš tak hezkou barvičku omáčky"
"Marie Svarcova","14","22. 2. 2023 09:27"," máš to moc krásné, také je dělám ale už dlouho jsem je nevařila "
"Marie Svarcova","14","22. 2. 2023 23:15","RubyRom:  Děkuji, ty nudle kupuji v Lidlu, Albertu apod. Byly jsme s kamarádkou minulý týden na obědě v OC a moc nám to chutnaůlo tak jsem je musela udělat než zapomenu tu chuť. Prý to bylo úplně stejné. Mám takovou kuchyni ráda Přeji krásnou dobrou noc ."
"RubyRom","14","22. 2. 2023 23:02","Zajímavý recept, ty těstoviny vůbec neznám, ale vypadá to hodně dobře. "
"Diana24","14","21. 2. 2023 20:35","Dajda: moze byt ozaj netusim ona ho ma len prepisany na papiery takze neviem odkial je, nekontrolovala som, ake recepty uz na stranke su… mrzi ma to a urcite nechcem vyzerat ako niekto kto kopiruje recepty 🙂"
"Dajda","14","21. 2. 2023 20:32","Diana24: .... řekla bych, že právě z těchto stránek, kde je myslím priginál. "
"Diana24","14","21. 2. 2023 16:29","Dajda: ja som ho dostala od krstnej mamy takze netusim odkial ho ma ona, mne sa pacil tak som ho pridala😄 ospravedlnujem sa nevedela som, ze je tu uz taky recept 😊"
"Dajda","14","21. 2. 2023 16:08","Skvělý recept!  Ale jako by - až na to tvarování - z oka vypadl tomuto: www.toprecepty.cz/recept/46524-rychle-rohliky-do-hodiny-hotove. "
"Diana24","14","29. 3. 2023 08:48","Cojetipotom2: Je mi luto, ze sa Vam nieco take stalo. Ja som mala cheesecake velmi dobry. Mne krem stuhol, nol vyborny a aj dostatok susienok som mala."
"Cojetipotom2","14","27. 3. 2023 12:48","Naprosto fuj, šlehačka se Salkem spadla, ani ztuzovac nepomohl. Kokosu tam člověk taky muže nasypat cely balíček a prd. Susenek je na korpus málo, pokud nemáte formu o průměru 25cm. A chuťově taky nic moc. Cely ,,cheesecake” muže letět do koše, protože krem proste netuhne - skoda surovin!"
"Diana24","14","27. 3. 2023 07:24","Vosyk: Ja som davala kokos priebezne aby to bolo akurat a zalezi aj od salka ako sa napije.. ale cca 350g/400g skuste a ked bude maleho husty prisipte😊"
"Vosyk","14","26. 3. 2023 13:31","Kolik cca dáváte kokosu, aby to ztuhlo? "
"Marie Svarcova","14","21. 2. 2023 09:22",""
"RubyRom","14","22. 2. 2023 21:56","Anna Kocikova: moc děkuji "
"Anna Kocikova","14","22. 2. 2023 21:23","Krásná fotka moc hezky připraveného jídla"
"Marie Svarcova","14","21. 2. 2023 09:18"," pěkný recept, určitě moc dobré "
"RubyRom","14","26. 2. 2023 13:53","Geryyy: Moc děkuji za vyzkoušení a fota. Jsem ráda, že chutnalo"
"Geryyy","14","26. 2. 2023 13:16","Dnes jsem zkusila tyto Nivové šneky a můžu říct že dost dobrý. S těstem se lehce pracuje, není nikterak težké. Dalo by se určitě použit i koupené listové tak jako na klasické sněky. Já tedy těsto nepůlila, dělala jsem to jako klasické šněky, celé těsto rozválela a na celou plochu dala cesnek, nivu pažitku... a pak klasicky smotala do rolády a poté krájela na šneky a dala na plech. Vkládám postup. Přišlo mi to jednodušší než těsto půlit. 
Po upečení je těsto pevné, křupavé, když to porovnám s lasickými šneky, takré se mizdají díky slanině mastnější , tak tady tyto mi přjdou sušší, ale chuťově výborné"
"Veronika.Hrozna","14","22. 2. 2023 20:57","JanaHl: Do sýru dávám pórek, náramně se mi osvědčil na sýrovo-slané koláčky."
"JanaHl","14","22. 2. 2023 20:24"," Jsem líná kuchařka, zkusím s listovým těstem. Pažitka už není ,patrová cibule nějak zmizela."
"Marie Svarcova","14","21. 2. 2023 09:11"," paráda, to nikdy nezklame - pro mne lepší než sladké"
"Marie Svarcova","14","21. 2. 2023 14:13","Nadja:  moc děkuji, od takové kuchařky to těší dvojnásob,  měj se moc krásně"
"Nadja","14","21. 2. 2023 14:09","Marie Svarcova:  Děkuji za odpověď. Dříve jsme tomu většinou říkali ""pěna"" - šunková pěna, uheráková či salámová pěna apod - odvozeno od toho napěněného másla. Mně vždycky moc chutnala ta šunková, a teď miluji sardelové chlebíčky.  U Tebe by mi chutnaly všechny - máš je tak hezky nazdobené, že bych nevěděla, po kterém sáhnout dříve ...... "
"Marie Svarcova","14","21. 2. 2023 09:07","Nadja: Děkuji za komentář - našlehané máslo ochucené čímkoli - čerstvými bylinkami, kořením paprikou, nebo s tvarohem, čajovkou, sardelovou pastou apod. podle toho kam ho dávám pod jaké sýry nebo co s ním plním. Je to vždy máslo s něčím našlehané.  hezký den"
"Nadja","14","21. 2. 2023 03:14","Marie Svarcova:   Maruško, čemu říkáš máslový krém - jenom našlehané máslo nebo s nějakou přísadou? "
"Marie Svarcova","14","22. 2. 2023 21:35","Anna Kocikova:  moc děkuji  krásný večer"
"Anna Kocikova","14","22. 2. 2023 21:31","Krásně nazdobenéUž jen ta fotka láká k nakousnutí"
"Marie Svarcova","14","20. 2. 2023 17:17","Simona Skolakova:  Děkuji, dopsala jsem  Krásný den"
"Simona Skolakova","14","20. 2. 2023 14:20","V surovinách chybí veka,ale jinak nádherně nazdobené"
"Marie Svarcova","14","20. 2. 2023 13:55","Jaromira18:  moc děkuji (dělám je ale sama), jelikož je i ráda jím zn. vyměním jakýkoli zákusek za chlebíček .  Přeji krásný den"
"Jaromira18","14","20. 2. 2023 13:52","Na vaše chlebíčky je radost koukat, máte je vždy nádherně nazdobené. "
"marunda","14","20. 3. 2012 20:59","děkuji, děkuji. Bibi, tys to popsala, jak nějaký příběh."
"Anna Kocikova","14","20. 3. 2012 19:47",""
"Bibinka","14","19. 3. 2012 12:52","Marundo, krásný srdce, které mi připomíná nějakou jako zhrzenou lásku a srdce je tím pádem v rozchodu dvou lidí-rozdělené na půlMáš krásnej 10 bod"
"AA","14","19. 3. 2012 08:58"," moc krásny  vypadá fantasticky "
"mischelinka","14","19. 3. 2012 08:04","Moc hezký dorta jistě i dobrý"
"Jenny","14","18. 3. 2012 21:11",""
"marunda","14","18. 3. 2012 20:55","díky všem, taky jsem z něho měla radost. Měl vypadat jinak, ale nějak se to zvrtlo. A k dobrému "
"majda 2","14","18. 3. 2012 20:35","Hezké!+5"
"pipre","14","18. 3. 2012 20:25","Moc hezké"
"mia2404","14","18. 3. 2012 20:19","kráne vyzdobená pridávam bod+1"
"jarka skrobakova","14","18. 3. 2012 19:37","moc hezky nazdobeno, líbí se mi"
"JanaDorazinova","14","18. 3. 2012 19:26","No, Petro, krásně vymyšleno Dávám ti bod, dokud to jde."
"nofrona","14","18. 3. 2012 19:18","krása"
"marunda","14","18. 3. 2012 18:47","Hani, peču, teď jsem toho měla hodně, na víkend zkusím zase nějakýho Šmoulu. Tak se těším"
"hanahcotton","14","18. 3. 2012 18:42","Peti Ty pečeš jak o závod "
