"step_link","recipe_id","name","order"
"","18","



					Vejce s cukrem šleháme v misce ručním šlehačem. Přidáme mléko, vychladlé ale tekuté máslo, špetku soli a mouku, Ušleháme hladké těsto bez hrudek. Zapneme a necháme rozehřát toastovač.
				

","1"
"","18","



					Naléváme malou naběračkou těsto na rozehřátou plotýnku, uzavřeme a opečeme (dle návodu k přístroji). Můžeme lehce potřít plotýnku olejem. Opečenou placičku vyndáme pomocí obracečky na palačinky a ručně volně smotáme  trubičku.
				

","2"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link item-icon item-icon--sm"" href=""/tipy-triky/slehacka-rady-a-tipy/"">
<span class=""icon-svg icon-svg--arrow-right"">
<svg class=""icon-svg__svg"">
<use height=""100%"" width=""100%"" x=""0"" xlink:href=""https://www.toprecepty.cz/design21/dist/img/icons.svg?v=5&amp;version=#icon-arrow-right"" y=""0""></use>
</svg>
</span>
        
											Jak vyšlehat šlehačku

		</a>
</p>","18","



					Odkládáme na tácek nebo talíř a vychladlé plníme krémem, šlehačkou nebo náplní podle chuti.
				








        
											Jak vyšlehat šlehačku

		

","3"
"","18","



					Jelikož pečeme jen po jedné straně a každá trvá cca 5-6 minut, uděláme trubičky předem a plníme až před podáváním pomocí cukrářského sáčku.
				

","4"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link"" href=""/tipy-triky/jak-dlouho-namacet-susene-houby/"" style=""text-decoration: none;"">
<span class=""b-tip__tag tag"">TIP</span> <span style=""text-decoration: underline;"">					Jak dlouho namáčet sušené houby
</span>
</a>
</p>","18","



					Houby zalijeme horkou vodou a necháme odstát.
				



TIP 					Jak dlouho namáčet sušené houby



","1"
"","18","



					Nakrájíme pečivo na kostičky a zalijeme mlékem smíchaným se žloutky a solí. Přidáme koření.
				

","2"
"","18","



					Cibuli nakrájíme na kostičky, orestujeme na sádle a přidáme pokrájené scezené houby.
				

","3"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link item-icon item-icon--sm"" href=""/tipy-triky/snih-z-bilku/"">
<span class=""icon-svg icon-svg--arrow-right"">
<svg class=""icon-svg__svg"">
<use height=""100%"" width=""100%"" x=""0"" xlink:href=""https://www.toprecepty.cz/design21/dist/img/icons.svg?v=5&amp;version=#icon-arrow-right"" y=""0""></use>
</svg>
</span>
        
											Jak ušlehat pevný sníh

		</a>
</p>","18","



					Když směs trochu vychladne tak ji přidáme k housce, přidáme krupici, sníh z bílků a promícháme.
				








        
											Jak ušlehat pevný sníh

		

","4"
"","18","



					Dáme do zapékací mísy, kterou jsme vymazali sádlem a pečeme na 170 °C do zlatova, cca 45 minut.
				

","5"
"","18","



					Bábovku rozdrobíme, přidáme ořechy, rozinky, rum a propracujeme.
				

","1"
"","18","



					Z marcipánu uděláme kuličky. Můžeme udělat i ze dvou barev.
				

","2"
"","18","



					Kuličky obalíme těstíčkem a obalíme v piškotových drobečcích se strouhanou čokoládou.
				

","3"
"","18","



					Dyňu očistíme a nakrájame na kocky. 
Dáme ju do hrnca spolu s bobkovým listom, korením a kúskami očisteného zázvoru a narezanou cibuľou. 
Osolíme a zalejeme vodou. 
Varíme asi 10 minút.
				

","1"
"","18","



					Vyberieme bobkový list a korenie a niekoľko kociek dyne na ozdobu. 
Polievku rozmixujeme.
				

","2"
"","18","



					Z rozmixovanej polievky odoberieme trochu do hrnčeka, premiešame so smotanou a vrátime späť do polievky. 
Necháme prejsť varom.
				

","3"
"","18","



					Na tanieri ozdobíme polievku lyžicou kyslej smotany, kúskom pomaranča a hráškom.
				

","4"
"","18","



					Špagety uvaríme.
				

","1"
"","18","



					Na oleji orestujeme nakrájanú cibuľu spolu s bobkovými listami.
				

","2"
"","18","



					Pridáme natenko narezané satopky zeleru, na kolieska nakrájaný pór a orestujeme.
				

","3"
"","18","



					Vložíme nahrubo narezané paradajky, hrášok, kukuricu, paradajkový pretlak, osolíme a necháme pustiť paradajky šťavu. 
Podlejeme podľa potreby vodou, osolíme a podusíme asi 10 minút.
				

","4"
"","18","



					Omáčku dochutíme prelisovaným cesnakom a štipkou cukru.
				

","5"
"","18","



					Vmiešame  oreganové lístky.
				

","6"
"","18","



					Vyberieme bobkové listy a omáčku prelejeme na uvarené špagety.
				

","7"
"","18","



					Paličky umyjeme, mírně osolíme, obalíme v anglické slanině a posypeme kmínem.
				

","1"
"","18","



					Brambory dobře omyjeme, nakrájíme na měsíčky, vsypeme do pekáčku, pokapeme olivovým olejem, posolíme a mírně posypeme kořením Americké brambory. Promícháme.
				

","2"
"","18","



					Navrch narovnáme obalené kuřecí paličky. Na každou paličku dáme kousek másla.
				

","3"
"","18","



					Přiklopíme a vložíme do trouby vyhřáté na 170 °C. Pečeme zhruba hodinu. 
Pak odklopíme a ještě asi 20 minut pečeme, než paličky zezlátnou.
				

","4"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link"" href=""/tipy-triky/top-7-jidla-z-jednoho-pekacku/"" style=""text-decoration: none;"">
<span class=""b-tip__tag tag"">TIP</span> <span style=""text-decoration: underline;"">					Oblíbené pokrmy z jednoho pekáčku
</span>
</a>
</p>","18","



					Na talíři přelijeme vypečenou šťávou. 
Podáváme se zeleninou nebo se salátem.
				



TIP 					Oblíbené pokrmy z jednoho pekáčku



","5"
"","18","



					Z vlažného mléka, cukru a droždí necháme vzejít kvásek.
				

","1"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link item-icon item-icon--sm"" href=""/tipy-triky/kynute-testo/"">
<span class=""icon-svg icon-svg--arrow-right"">
<svg class=""icon-svg__svg"">
<use height=""100%"" width=""100%"" x=""0"" xlink:href=""https://www.toprecepty.cz/design21/dist/img/icons.svg?v=5&amp;version=#icon-arrow-right"" y=""0""></use>
</svg>
</span>
        
											Jak správně připravit kynuté těsto

		</a>
</p>","18","



					Do mísy dáme mouky, rozpuštěné máslo, žloutky, špetku soli, trochu citronové kůry a rumu, přidáme kvásek a vypracujeme těsto, které necháme asi hodinu vykynout.
				








        
											Jak správně připravit kynuté těsto

		

","2"
"","18","



					Těsto rozválíme, nakrájíme stejné čtverečky, naplníme, vytvarujeme koláčky, které dáme na plech vyložený pečicím papírem.
				

","3"
"","18","



					Pečeme na 200 °C a po 10 minutách na 180 °C.
				

","4"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link"" href=""/tipy-triky/jak-uskladnit-vyloupane-vlasske-orechy/"" style=""text-decoration: none;"">
<span class=""b-tip__tag tag"">TIP</span> <span style=""text-decoration: underline;"">					Poradíme, jak uskladnit vyloupané vlašské ořechy
</span>
</a>
</p>","18","



					Ještě teplé namáčíme do rumu smíchaným s cukrem a do mletých ořechů.
Pocukrujeme.
				



TIP 					Poradíme, jak uskladnit vyloupané vlašské ořechy



","5"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link"" href=""/tipy-triky/zverina-zpracovani-a-oblibene-recepty/"" style=""text-decoration: none;"">
<span class=""b-tip__tag tag"">TIP</span> <span style=""text-decoration: underline;"">					Jak zpracovat zvěřinu
</span>
</a>
</p>","18","



					Očištěné a opláchnuté maso nakrájíme na drobné kousky. Nadrobno nakrájenou cibulku orestujeme na sádle, posypeme paprikou a asi minutu mícháme.
				



TIP 					Jak zpracovat zvěřinu



","1"
"","18","



					Přidáme maso, prolisovaný česnek, rajčatový protlak a kečup a pod pokličkou necháme zvolna dusit cca pět minut.
				

","2"
"","18","



					Podlijeme vývarem, přidáme majoránku, bobkové listy, nové koření, sůl a pepř a necháme za občasného promíchání dusit.
				

","3"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link item-icon item-icon--sm"" href=""/tipy-triky/bramborove-knedliky/"">
<span class=""icon-svg icon-svg--arrow-right"">
<svg class=""icon-svg__svg"">
<use height=""100%"" width=""100%"" x=""0"" xlink:href=""https://www.toprecepty.cz/design21/dist/img/icons.svg?v=5&amp;version=#icon-arrow-right"" y=""0""></use>
</svg>
</span>
        
											Oblíbené recepty na bramborové knedlíky

		</a>
</p>","18","



					Nakonec můžeme (ale nemusíme) zahustit trochou Maizeny. Podáváme s bramborovými knedlíky.
				








        
											Oblíbené recepty na bramborové knedlíky

		

","4"
"","18","



					Máslo nakrájíme  na kousky a smícháme s moukou a solí. 
Důležité je pracovat rychle. Vytvoří se vločkovitá směs, ke které přidáme několik lžic vody a vypracujeme z těsta kouli, kterou zabalíme do fólie a necháme ji hodinu odpočinout v lednici.
				

","1"
"","18","



					Řepu nakrájíme na plátky a pak na nudličky. 
Cibuli na půlměsíčky a poté přidáme k řepě.
				

","2"
"","18","



					Přidáme bylinky a polovinu sýra, který rozdrobíme. Lehce promícháme.
				

","3"
"","18","



					Rozmícháme smetanu s vejci a dochutíme podle chuti.
				

","4"
"","18","



					Těsto rozválíme a vyložíme s ním formu. 
Dno koláče propíchneme na několika místech vidličkou, položíme na něj papír na pečení a ten zatížíme fazolemi nebo jinou lušteninou.
				

","5"
"","18","



					Troubu předehřejeme na 190 stupňů a  koláč  cca 10 minut předpečeme.
				

","6"
"","18","



					Poté vyjmeme, odstraníme papír, navrstvíme ochucenou řepu a zasypeme zbytkem sýra. 
Zalijeme smetanovou směsí.
				

","7"
"<p class=""b-steps__link-wrap"">
<a class=""b-steps__link"" href=""/tipy-triky/top-7-slane-kolace-oblibene-recepty/"" style=""text-decoration: none;"">
<span class=""b-tip__tag tag"">TIP</span> <span style=""text-decoration: underline;"">					Slané koláče - oblíbené recepty
</span>
</a>
</p>","18","



					Dáme do trouby na 190 °C a dopečeme asi 35-45 minut podle toho, jak nám peče trouba.
				



TIP 					Slané koláče - oblíbené recepty



","8"
"","18","



					xx
				

","1"
