"author","recipe_id","date","text"
"Marie Svarcova","10","14. 3. 2023 09:22"," Džuveč je rizoto s kotlíku a pochází z Turecka, hodí se tam téměř jakákoli zelenina  nebo maso ale asi ne vepřové. Hlavně, že u nás to nevadí, máme vepřové rádi."
"Marie Svarcova","10","16. 3. 2023 10:22","Eja57:  díky - jsou z Lidlu ale mimořádně dobrá.  Hezký den"
"Eja57","10","16. 3. 2023 10:10","Ta vajíčka máš krásná"
"Marie Svarcova","10","13. 3. 2023 18:12","RubyRom:  moc děkuji  hezký zbytek dne"
"RubyRom","10","13. 3. 2023 18:10","Nádherné knedlíky, luxusní "
"Anna Kocikova","10","14. 3. 2023 22:08","Děláš chutě,mňamKráličí játra míváme jen při koupi z domácího chovu,už jsme ho dlouho neměli"
"Marie Svarcova","10","13. 3. 2023 09:05"," ty mi děláš chutě - kde ale vzít králičí játra , když jsme bydleli na vsi nebyl problém a dělávala jsem je často , ještě jsem přidávala podle babičky hřebíček - úžasně voněla "
"RubyRom","10","13. 3. 2023 13:10","Marie Svarcova: Moc děkuji, no vidíš ani jsem nevěděla, že se jim říká kramfleky. "
"RubyRom","10","13. 3. 2023 13:09","Moanka: děkuji "
"Marie Svarcova","10","13. 3. 2023 09:09"," máš je nádherné, říkalo se jim ""kramfleky"" ty nás naučil švagr (Dolní Maršov)."
"Moanka","10","13. 3. 2023 09:07","Ty jsou krásné… 👌😋 Ukládám a zkusím… 😉 Mějte se! 🌷"
"ajakaja","10","13. 11. 2012 21:29",""
"JanaDorazinova","10","16. 5. 2009 22:37",""
"Eliza","10","16. 5. 2009 21:59","Ty vypadají báječně křupavě... Něco nejen pro mě, ale hlavně pro toho mého potomka ""skoro-vegetariána""... Dneska v poledne si z tortill, které byly k obědu, vypreparoval masové kuličky, odložil je jako časovanou bombu  - ovšem tortilly potom celkem mimochodem spolknul dvě a ještě pěkný kopeček kuskusu s pažitkou... Jendo, díky za pěkný recept, v dohledné době ho připravím!!"
"mirca75","10","16. 5. 2009 21:31","Jendo1směska vypadá velmi lákavě a tudíž musí být i moc dobrá.Dělám podobnou bez kukuřice,zato s petrželí a celerem a ještě před vypnutím přidávám lžičku medu,nechám ho probublat,promíchám se zeleninkou a odstavím.Směs není sladká jen má jemňoučkou chuť po medu.Máme rádi s čerstvou bagetkoua já ještě s bylinkovým máslem..Posílám boďku  a hned v pondělí dělám k večeři do omeletky"
"pipre","10","16. 5. 2009 21:20","Bezvadný nápad! Kornoutky se zeleninovou náplní se mi strašně líbí a navíc to musí být i moc chutné. Plním palačinky různou směsí, ale to mne nenapadlo. Bodík!"
