"author","recipe_id","date","text"
"Moanka","9","19. 3. 2023 08:04","Mňam. To by mohlo být dobré. 😋👌 Ukládám si. 🧡 A prosím, mohu použít i křen naložený, nebo nutno čerstvý? Díky. A přeji hezký den… 🍀🌻"
"RubyRom","9","19. 3. 2023 22:18","Eja57: jo jo, máš pravdu, díky."
"Eja57","9","19. 3. 2023 21:04","RubyRom: tipla bych dlouhozrnnou parboiled s indiánskou, Lagris"
"RubyRom","9","19. 3. 2023 18:24","Eja57: No abych se přiznala nevím jak se jmenuje. Já si vše vždy nasypu do dózy a obal vyhodím. Akorát si na malý štítek napíšu dobu trvanlivosti. Kupují různé druhy. Omlouvám se."
"Eja57","9","19. 3. 2023 14:59","Romi, jaká je to rýže?"
"Jan Nemec","9","7. 4. 2023 13:48",""
"RubyRom","9","21. 3. 2023 21:22","Anna Kocikova: Aničko, moc děkuji "
"Anna Kocikova","9","21. 3. 2023 21:08","Romanko moc dobře jsi to připravila,mě by chutnalo"
"RubyRom","9","18. 3. 2023 21:04","rozmarynaH: moc děkuji"
"rozmarynaH","9","18. 3. 2023 18:49","Určitě bych se nechala pozvat. Zkuste někdy přidat lžíci citronové šťávy, je moc chutné. Jo a dávám Vám hvězdičku (tu nejvyšší)."
"RubyRom","9","18. 3. 2023 16:27","Marie Svarcova: moc děkuji, jen se po tom zaprášilo"
"Marie Svarcova","9","18. 3. 2023 12:00"," Nádhera, moc dobře jsi navařila takovou dobrotu "
"Marie Svarcova","9","18. 3. 2023 11:59","RubyRom:  moc děkuji, to už tu mám dlouho jen jsem váhala to sem dát,  vaří to hodně lidí.  Krásný víkend"
"RubyRom","9","18. 3. 2023 11:55","Krásná roláda, skvělý oběd. "
"RubyRom","9","25. 3. 2023 11:18","danila: moc děkuji, mám velkou radost, že vám chlebíček chutnal a děkuji za vyzkoušení. Máte pravdu, ta poleva je opravdu skvělá. "
"danila","9","25. 3. 2023 10:14","neodolala som a musela som upiecť tento chlebík, je vynikajúci, nepresladený a tá poleva nemá chybu"
"RubyRom","9","23. 3. 2023 14:47","Moanka: ty barvy hodně ovlivňuje světlo. Ale vůbec to nevadí. Máte to parádní."
"Moanka","9","23. 3. 2023 14:07","RubyRom: Jj, moc. Určitě si zařadím recept do oblíbených… 😋 No, s focením žádná sláva, vždy mám úplně jiné barvy, ale to je asi nastavením foťáku, jinak nevím…. 📸🤔😉"
"RubyRom","9","22. 3. 2023 21:51","Moanka: Moc děkuji za vyzkoušení a za fotku. Mám radost, že Vám chutnalo. "
"Moanka","9","22. 3. 2023 21:25","Tak jsem se do lákavé chlebíku pustila 👩‍🍳 a rozhodně jsem neprohloupila. 😃 Moc nám chutnalo. 👌😋 Děkuji za dobrý recept. 😊 Mějte se. 🍀🌻"
"Moanka","9","18. 3. 2023 22:16","Taky ukládám, a možná hned zítra zkusím. 👩‍🍳 Zní to chutně. 👌"
"RubyRom","9","18. 3. 2023 21:05","danila: děkuji"
"danila","9","18. 3. 2023 19:32","Vyzerá byť jemný a nadýchaný, páči sa mi,ukladám na vyskúšanie"
"RubyRom","9","18. 3. 2023 11:25","Marie Svarcova: děkuji"
"Marie Svarcova","9","18. 3. 2023 09:53"," pěkně jsi napekla, určitě bych ochutnala "
"marunda","9","1. 4. 2012 19:58","díky, 
Ivusa: no vyzvedl si ho nevlastní tatínek, ale maminka mi pak psala, že moc děkuje, že je krásnej, oslavenec měl radost a že je výbornej. A že jsem moc šikovná. Tak to vždy potěší. Ve skutečnosti vypadá krásně, ale to všechny dorty, fotka je nic"
"Ivusa","9","1. 4. 2012 16:30","Ptro,to musela být maminka malého šachisty nadšená....Fakt obdivuhodný výkon"
"jirholu","9","1. 4. 2012 15:29","Moc pěkný dort  +"
"marunda","9","1. 4. 2012 14:13","všem moc díky.
Ivusa: bylo to pro chlapce, který hraje šachy. Ozvala se mi jeho maminka, jestli bych to zvládla. A hurááá jsem spokojená"
"nofrona","9","1. 4. 2012 13:43","Krása"
"jarka skrobakova","9","1. 4. 2012 13:01","nádherné"
"senky","9","1. 4. 2012 12:25","Precizní nádhera a fotopostup+"
"Ivusa","9","1. 4. 2012 12:22","krásný dortík....ten byl asi pro nějakého šachového mistra,že????Ten se má"
"Bibinka","9","1. 4. 2012 12:08","Marundo, jedním slovem-pěkné a dávám 5.bod"
"rebeka","9","1. 4. 2012 11:05","hned bych dala dortíkovi šach-mat
ale můžu jen obdivovat a poslat bodík"
"yanull","9","1. 4. 2012 11:02","Šikovnice šikovná  +2"
"JanaDorazinova","9","1. 4. 2012 10:50","Petro, to je nádhera!!!"
