"author","recipe_id","date","text"
"RubyRom","17","8. 2. 2023 05:56","Pěkné a chutné "
"RubyRom","17","8. 2. 2023 13:20","Marie Svarcova: tak to je fakt nespravedlivé, ale chlapi to mají s hubnutím snadnější. Mají lepší spalování. Já jsem dělenkou zhubla za rok 25 kg, ale pak se to zastavilo a nešlo dolů ani deko. Přestala jsem a kila se mi vrátila. Ale občas něco děleného udělám jako lehkou stravu a mám stále skupinu dělené stravy, kterou jsem kdysi založila a stále funguje."
"Marie Svarcova","17","8. 2. 2023 09:01"," zajímavé a určitě velmi chutné  Dělenou stravu bych mohla ale jen zv. , před 25 roky jsem ji držela také  (móda) a přibrala jsem 2 kg a můj muž si tajně k ro. dávál grilované kuře a zhubl 1 kg - nespravedlivé "
"petram","17","8. 2. 2023 12:32","Marie Svarcova: Moc děkuji! "
"Marie Svarcova","17","8. 2. 2023 09:02"," krásně se povedla "
"RubyRom","17","13. 2. 2023 23:24","Petra Dvor.: Moc děkuji "
"Petra Dvor.","17","13. 2. 2023 22:20","Moc dobré "
"Marie Svarcova","17","7. 2. 2023 09:01"," pěkný recept, moc dobré  "
"Danca","17","4. 7. 2017 19:13","Miluše Hořánková: děkuji moc. Také u nás je tenhle recept hodně oblíbený"
"Miluše Hořánková","17","4. 7. 2017 10:45","tento recept jsem si uložila už loňský rok a jiný nedělám...Vynikající.  "
"Nadia22","17","4. 8. 2015 20:00","MAS TO DANCO DOBRE.....taky delavam podobne, ruzne druhy zeleniny. Treba misto cuketky spareny a nasekany kvetak, nebo s kukuricnyma zrnama(predem uvarene, nebo plechovka), se slaninou, nebo jinou uzeninu. Nebo co zrovna mam doma, treba zampiony. Ale co je pro me nejdulezitejsi, vzdy pridam strouzek, nebo dva utreneho cesneku.Pridavam ti bodik"
"Betyna","17","3. 8. 2015 19:03"," vypadá moc dobře, různé ""cukeťáky"" dělávám celé léto, takže tohle mám další pěknou inspiraci."
"teny1","17","3. 8. 2015 14:44","no, když to tady tak čtu,čtu a čtu, tak myslím, že by to mohlo být dobrý, dobrý a dobrý "
"1974andrea","17","3. 8. 2015 14:22","Tak ten by mi chutnal. Super Dančo "
