"author","recipe_id","date","text"
"Marie Svarcova","18","4. 2. 2023 16:01","zdenka.s: Zdeničko děkuji za komentář, pro jistotu malinko pomázni olejem (měla jsem jen mastný papír ) a šlo to dobře. Nečekej, že se opeče i horní strana. je to nízké. vyndáš to lehce a dej opečenou stranou dolů a zamotej rukou. Jak jednu vyndáš hned nalij další těsto a zatím ti mírně zchladne a nepálí to. Plnila jsem s mascarpone, kakao a trochu cukru - ušlehat ale můžeš i jinak.  Krásný zbytek dne a přidej prosím foto "
"zdenka.s","18","4. 2. 2023 15:51","Marie Svarcova: teda Maruško ,já jen valím oči  
Ty jsi neskutečná  
Jde to dobře vyndavat ? Nepřichytí se ?Stopro udělám a možná hned zítra .Hezkou neděli "
"Marie Svarcova","18","4. 2. 2023 14:14","rakapka:   děkuji za komentář ale není to jako kremrole těsto je spíš  jako na vafle hezký den"
"rakapka","18","4. 2. 2023 14:03","wow.. vypadá to na dobrý trik.. určitě vyzkouším... "
"rozmarynaH","18","4. 2. 2023 15:35","Dovolila jsem si přidat fotku"
"RubyRom","18","4. 2. 2023 16:48","Marie Svarcova: Maruško, moc děkuji. Opravdu nezbyla "
"Marie Svarcova","18","4. 2. 2023 09:05"," dobrý nápad a moc hezky to dopadlo  máš je krásné, určitě žádná nezbyla "
"tejaja","18","17. 2. 2023 07:57","Petra Dvor.: Ďakujem za komentár aj fotku. "
"Petra Dvor.","18","16. 2. 2023 22:14","S hráškem je polévka moc dobrá."
"Marie Svarcova","18","4. 2. 2023 09:08"," vypadá moc dobře a určitě tak i chutná "
"Marie Svarcova","18","4. 2. 2023 09:09",""
"Moanka","18","4. 2. 2023 09:18","Marie Svarcova: Děkuji Vám. "
"Marie Svarcova","18","4. 2. 2023 09:11"," líbí se mi "
"Marie Svarcova","18","4. 2. 2023 09:12",""
"marunda","18","20. 3. 2012 20:59","děkuji, děkuji. Bibi, tys to popsala, jak nějaký příběh."
"Anna Kocikova","18","20. 3. 2012 19:47",""
"Bibinka","18","19. 3. 2012 12:52","Marundo, krásný srdce, které mi připomíná nějakou jako zhrzenou lásku a srdce je tím pádem v rozchodu dvou lidí-rozdělené na půlMáš krásnej 10 bod"
"AA","18","19. 3. 2012 08:58"," moc krásny  vypadá fantasticky "
"mischelinka","18","19. 3. 2012 08:04","Moc hezký dorta jistě i dobrý"
"Jenny","18","18. 3. 2012 21:11",""
"marunda","18","18. 3. 2012 20:55","díky všem, taky jsem z něho měla radost. Měl vypadat jinak, ale nějak se to zvrtlo. A k dobrému "
"majda 2","18","18. 3. 2012 20:35","Hezké!+5"
"pipre","18","18. 3. 2012 20:25","Moc hezké"
"mia2404","18","18. 3. 2012 20:19","kráne vyzdobená pridávam bod+1"
"jarka skrobakova","18","18. 3. 2012 19:37","moc hezky nazdobeno, líbí se mi"
"JanaDorazinova","18","18. 3. 2012 19:26","No, Petro, krásně vymyšleno Dávám ti bod, dokud to jde."
"nofrona","18","18. 3. 2012 19:18","krása"
"marunda","18","18. 3. 2012 18:47","Hani, peču, teď jsem toho měla hodně, na víkend zkusím zase nějakýho Šmoulu. Tak se těším"
"hanahcotton","18","18. 3. 2012 18:42","Peti Ty pečeš jak o závod "
