"author","recipe_id","date","text"
"Marie Svarcova","12","7. 3. 2023 08:56","RubyRom:  jo jo -znám, když byli 2 vnuci v pubertě tak jsem vařila každý den sytý oběd i večeři , každý den pekla něco sladkého a 20-25 rohlíků padlo každý den. Jako malý zájezd. Po nich přijely 2 vnučky a jeden oběd stračil i k večeři a rohlíky 2x půlka, sladkého nic, to byl vždycky boj -  ale moc ráda vzpomínám. Dnes už mám 7 pravnoučat a jezdím spíš já za nimi než oni sem. Užívej si je dokud to jde a mějte se krásně"
"Moanka","12","6. 3. 2023 23:29","Vypadá krásně.  Zkusím ji! Ještě jsem roládu nedělala, tak snad se mi povede. "
"RubyRom","12","6. 3. 2023 21:07","Marie Svarcova: Maruško, většinou vařím jen pro dva, ale když přijedou mladí tak víc peču. Teď tu mám 2 vnuky na jarních prázdninách, tak toho dělám víc, jsou jako kobylky . Ale vždyť Ty vaříš taky hodně tak to znáš."
"Marie Svarcova","12","6. 3. 2023 20:48","moc se mi líbí  Prosím Tě pro kolik lidí vaříš každý den tolik různých  jídel ? To se ta Tvá rodina má. "
"bofinka","12","11. 3. 2023 15:08","Salse Napoletane jsou dve, ta prvni absolutne jednoducha a rychla - olej, cesnek, bud syrova rajcata nebo konzervovana, bazalka. 
Druha, jinak zvana Ragù po neapolsku: cibule, cervene vino, maso - veprova zebirka a klobasa, hovezi krk nebo zebro, hovezi zavitky plnene parmezanem a petrzelovou nati, vse toto se vari nekolik hodin na mirnem ohni splu s pasirovanymi rajcaty, obcas se promicha a podle potreby zakapne vodou.
Pak se maso vynda a s onou zbylou rajcatovou omackou se ochuti testoviny - opravdu neskutecna dobrota, jen casove narocna zalezitost.
Takze: zadny kecup ni tekute koreni, natoz gouda "
"Marie Svarcova","12","9. 3. 2023 21:32","Anna Kocikova:  děkuji - mně také chutnala  krásný večer"
"Anna Kocikova","12","9. 3. 2023 21:30","Mě by tato polévečka moc chutnala"
"RubyRom","12","6. 3. 2023 11:39","Marie Svarcova: Děkuji, jsem ráda, že se nám králík nepřejedl, jinak nevím co bych s nimi dělala. Ale receptů naštěstí existuje mnoho, tak mně to baví. "
"Marie Svarcova","12","6. 3. 2023 08:52"," opět parádní recept, moc se mi líbí a obdivuji množství těch receptů z králíka  a také množství těch králíků "
"tejaja","12","7. 3. 2023 19:08","Majkaa: Díky za komentár. Ja mungo nie žeby som jedla pravidelne, ale raz za čas si ich rada dám. "
"Majkaa","12","7. 3. 2023 11:14","Jsem hooodně alergická na mungo klíčky ale salátek je fajn"
"MlsnaVeverka","12","5. 3. 2023 17:31","Nádhera,vyzkouším"
"RubyRom","12","5. 3. 2023 15:47","Marie Svarcova: Děkuji, přijedou vnuci a mají to moc rádi. "
"Marie Svarcova","12","5. 3. 2023 15:26"," mám raději než sladké, Hezky se ti povedly "
"Marie Svarcova","12","5. 3. 2023 15:21","RubyRom: děkuji za komentář a přeji krásný zbytek neděle"
"RubyRom","12","5. 3. 2023 15:19","Skvělé jídlo, tuňáka mám moc ráda "
"Moanka","12","5. 3. 2023 17:11","mika59: Aha, to je dobrý nápad… 😃 Moc vám děkuji za radu… 👌👩‍🍳"
"Moanka","12","5. 3. 2023 17:09","takseptam: Přikryté pokličkou. Raděj ne alobalem, ale to nevím proč. 😃"
"Marie Svarcova","12","5. 3. 2023 15:23"," pěkné, jednoduché a moc dobré, Také tak dělám "
"mika59","12","5. 3. 2023 14:28","Ano tohle jsou dopékané řízky v troubě. Já je  ještě položím  na krajíčky chleba, které vsáknou tu dobrou šťávu, a řízky nejsou mastné."
"Eja57","12","5. 3. 2023 13:50","takseptam: bod 4. přiklopime..."
"takseptam","12","5. 3. 2023 13:34","V tom pekáčku se řízky pečou odkryté, nebo zakryté? Díky za info"
"RubyRom","12","18. 4. 2023 09:16","Moanka: Tak to je super a fotky máš krásné "
"Moanka","12","18. 4. 2023 02:05","RubyRom: To já děkuji… 😊 Vařila jsem furt pár jídel dokola, a když jsem přišla mezi Vás, nadchlo mě tolik receptů a chytlo vaření i pečení, že to až nestíháme jíst. 😂"
"Moanka","12","18. 4. 2023 02:01","maris: Moc děkuji. Trochu jsem dřív fotila, ale přírodu a makro… Nyní jídlo jen na mobil, a to mám pořád pocit, že se mi nedaří. 😃 Tak Vám děkuji… 😊😉📸"
"RubyRom","12","17. 4. 2023 19:17","maris: Souhlasím a mám radost, že mi fotky k mému příspěvku přidala."
"RubyRom","12","17. 4. 2023 19:16","Moanka: moc děkuji  i za krásné fotky"
"maris","12","17. 4. 2023 17:39","Moanka: máš krásné fotky, všechny, nejen tady"
"Moanka","12","17. 4. 2023 17:07","Dnes jsem připravila Vaši omáčku a strávníci mi lichotili. 👌😋 Díky za výborný recept. 📝 Vařila jsem prvně, určitě ne naposled… 👩‍🍳"
"RubyRom","12","27. 3. 2023 18:21","Radka 21: Já moc děkuji "
"Radka 21","12","27. 3. 2023 18:12","Výborný recept, děkuji."
"RubyRom","12","5. 3. 2023 15:43","Marie Svarcova: Moc děkuji "
"Marie Svarcova","12","5. 3. 2023 10:16"," Pěkný recept i foto"
"RubyRom","12","5. 3. 2023 15:47","Marie Svarcova:  děkuji"
"Marie Svarcova","12","5. 3. 2023 10:18"," Jednoduché, krásné a dobré "
"RubyRom","12","5. 3. 2023 15:49","Marie Svarcova: Ano, jednoduché a ták dobré. "
"Marie Svarcova","12","5. 3. 2023 10:19"," taková dobrůtka "
"bofinka","12","4. 3. 2023 22:33","Tonja: Nerozporuji, jen nazorne poukazuji a vidim, ze nejsem sama"
"Marasmus","12","4. 3. 2023 21:02","Ještě tedy upřesním - hmota musí zůstat krémová, nesmí být ani hrudky ani voda "
"mika59","12","4. 3. 2023 20:50","Tonja: Srazit vejce je nejen podle mně vejce dodělat. Vejce se takhle sráží na smaženici. U omáček to nejde. Musí zůstat krémová."
"Tonja","12","4. 3. 2023 20:42","bofinka: Rozporuješ můj komentář a píšeš, že vejce musí zůstat krémová. Já jsem napsal, že vejce musí zůstat vláčná. Podle mě je to totéž."
"Tonja","12","4. 3. 2023 20:39","mika59: Máš pravdu, Tvá formulace je lepší, názornější. Já jsem výrazem ""srazit"" myslel, že nesmí zůstat tekutá (a taky jsem to tak napsal). Když udělají hrudky, my jsme zvyklí říkat, že ""se vysuší"" (a napsal jsem, že nemají být suchá). Myslíme oba totéž, jen si nerozumíme přesně, protože jsme zřejmě z jiné části republiky. Mám zkušenost, že stejná slova se v jiném kraji nechápou zcela totožně."
"bofinka","12","4. 3. 2023 18:28","Tonja: Kremove asi takto:  www.bing.com/videos/search?q=youtube+spaghetti+carbonara&docid=607996314089965108∣=162322B7CE1FFCBD4B13162322B7CE1FFCBD4B13&view=detail&FORM=VIRE"
"mika59","12","4. 3. 2023 16:13","Tonja: Tak to já si nemyslím. Když se vejce srazí, udělají hrudky. Musí zhoustnout, ale nesrazit. A to je o tom správném odhadnutí, aby byly krémové."
"Tonja","12","4. 3. 2023 15:51","Píšeš, že vejce se nesmí srazit. Právě naopak, na horkých těstovinách se vejce srazit musí; nesmí zůstat tekutá, nemají být nakonec ani suchá, mají se srazit a být vláčná."
"mika59","12","16. 3. 2023 21:50","Koubkova: To mám radost, děkuji"
"Koubkova","12","16. 3. 2023 18:24","Moc dobré  to bylo"
"mika59","12","5. 3. 2023 14:22","Marie Svarcova: Děkuji moc "
"Marie Svarcova","12","5. 3. 2023 10:22"," Krásný recept i foto . mňam "
"mika59","12","4. 3. 2023 22:49","RubyRom: Děkuji ti moc"
"RubyRom","12","4. 3. 2023 17:30","Výborně jsi navařila, máš to parádní "
"Marie Svarcova","12","4. 3. 2023 11:52","RubyRom:  Děkuji Romanko, jsme na tom stejně také je máme všichni rádi Krásnou sobotu"
"RubyRom","12","4. 3. 2023 11:49","Máme rádi pomazánky, tahle by nám taky chutnala "
"Marie Svarcova","12","4. 3. 2023 11:53","RubyRom:  tomu věřím, už napohled úžasná "
"RubyRom","12","4. 3. 2023 11:29","Marie Svarcova: Maruško, moc děkuji, byla moc dobrá a rychle zmizela"
"Marie Svarcova","12","4. 3. 2023 10:06"," Romanko, bábovka vypadá báječně a určitě i tak chutná - moc pěkný recept i foto "
"Angel 666","12","6. 8. 2018 18:53","mika59: díky, tak já se ""přemůžu"" a ten prášek tam raději přisypu "
"mika59","12","6. 8. 2018 07:06","Angel 666: Jituš nezkoušela jsem, s tím práškem byly nadýchané. .myslím si, že jen s tím sněhem by byly hutnější.."
"Angel 666","12","5. 8. 2018 12:56","Taky teď dávám cuketu kam se dá . Hrníčkové knedlíky máme rádi, jen místo prášku do pečiva z bílků šlehám sníh. Myslíš, že by to šlo i tady, jestli by ten sníh nadlehčil těsto i s tou cuketou?"
